,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,0.9837085008621216,0.3506140145851623,0.2959779802310694,0.3788649130723687,0.28946831093731373,0.10450817948607423,0.009112535651520726,0.06929092767985878,0.17319753980547334,0.16237154625774147,0.08009452289478809,0.0036292808986816095
