,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,0.49042131900787356,0.34098862938693386,0.3273942848944895,0.3733112470652268,0.44491586709330433,0.1068885348739582,0.1277354858513322,0.05318959108369157,0.14268749741033968,0.14059051276043547,0.036778259478812636,0.008095412077294925
