,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,0.30054883267730476,0.47754038671924426,0.3682992286755704,0.11665263419898278,0.20092360881935953,0.013286012003979386,0.1725895345732723,0.1469513135814485,0.12428877055176274,0.15457754069963214,0.026091836764908474,0.0023395863920143683
