,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,1.1423661828041076,0.3821567921049006,0.1713437578381578,0.4600102371214807,0.30824041321949475,0.19003383442869862,0.07260337018220957,0.031063619845452764,0.19530031201995704,0.1585238275459716,0.056995375951628804,0.006578126296785174
