time,anom
1950-03-01,1.0037531724535345
1950-04-01,0.5807130889425972
1950-05-01,0.17048569103561562
1950-06-01,-0.2645295193740485
1950-07-01,-0.7550577862150014
1950-08-01,-1.2465519887533496
1950-09-01,-1.7177699905012733
1950-10-01,-2.1474266402523967
1950-11-01,-2.5694369457132376
1950-12-01,-3.016627635557132
1951-01-01,-3.4816861571879194
1951-02-01,-3.932772572811262
1951-03-01,-4.312438401588363
1951-04-01,-4.578369331558232
1951-05-01,-4.647901837909175
1951-06-01,-4.433601847814995
1951-07-01,-3.948189025903042
1951-08-01,-3.2922204975124374
1951-09-01,-2.5747398064524085
1951-10-01,-1.7917379912371973
1951-11-01,-0.9902340361715881
1951-12-01,-0.2510739028803653
1952-01-01,0.31308349839923366
1952-02-01,0.6907110723965696
1952-03-01,0.9527317500974064
1952-04-01,1.1478327004067903
1952-05-01,1.3321244761676176
1952-06-01,1.5199546791222975
1952-07-01,1.7193541113952076
1952-08-01,1.9053260142555242
1952-09-01,2.014536483618881
1952-10-01,2.0277421745504527
1952-11-01,1.9408315747009215
1952-12-01,1.7872737126203606
1953-01-01,1.6022527642649347
1953-02-01,1.4189339652646886
1953-03-01,1.2783814052217697
1953-04-01,1.182110384943338
1953-05-01,1.135075200018503
1953-06-01,1.11636187989514
1953-07-01,1.1008749376516427
1953-08-01,1.0856213188090844
1953-09-01,1.051527504730732
1953-10-01,0.9949158196286577
1953-11-01,0.8639532706018128
1953-12-01,0.65764388259475
1954-01-01,0.4095851216210124
1954-02-01,0.14846503028792668
1954-03-01,-0.1445444189002766
1954-04-01,-0.5467401440012457
1954-05-01,-1.050113957673832
1954-06-01,-1.5181840072738026
1954-07-01,-1.811147678075102
1954-08-01,-1.8836871494134897
1954-09-01,-1.858663828781643
1954-10-01,-1.8215420137121494
1954-11-01,-1.8158935924153685
1954-12-01,-1.826270908977352
1955-01-01,-1.8479489384995655
1955-02-01,-1.8758971813557477
1955-03-01,-1.879620566671509
1955-04-01,-1.894699328317542
1955-05-01,-1.930514267663033
1955-06-01,-1.9514720287608907
1955-07-01,-1.9045962733973454
1955-08-01,-1.7502039450276226
1955-09-01,-1.5009821893752207
1955-10-01,-1.1250362559178793
1955-11-01,-0.6767146843521369
1955-12-01,-0.23628213454557212
1956-01-01,0.1297786315229376
1956-02-01,0.41648723157348516
1956-03-01,0.6684043967257493
1956-04-01,0.8896782214810178
1956-05-01,1.1044203977785365
1956-06-01,1.3064546402836115
1956-07-01,1.4826606796824748
1956-08-01,1.6122669393642386
1956-09-01,1.6664950208321905
1956-10-01,1.6620355628643217
1956-11-01,1.593705859146721
1956-12-01,1.4612282562703953
1957-01-01,1.281309263000703
1957-02-01,1.094286467463392
1957-03-01,0.9644678526675285
1957-04-01,0.894704006493626
1957-05-01,0.8686838120319464
1957-06-01,0.8530255503671
1957-07-01,0.8090177376712949
1957-08-01,0.7130918533022074
1957-09-01,0.5470241679523546
1957-10-01,0.3602925333252915
1957-11-01,0.16170018690088028
1957-12-01,-0.07262752000070687
1958-01-01,-0.3550520954289169
1958-02-01,-0.6741236638768152
1958-03-01,-1.0378421751292872
1958-04-01,-1.496202301242035
1958-05-01,-2.0113270452987635
1958-06-01,-2.4301547338909173
1958-07-01,-2.626751277291509
1958-08-01,-2.5702467298788556
1958-09-01,-2.3855530765682893
1958-10-01,-2.1609148784303023
1958-11-01,-1.9273871267147875
1958-12-01,-1.618901627808557
1959-01-01,-1.2154788885472894
1959-02-01,-0.784299178370046
1959-03-01,-0.3539716303786686
1959-04-01,0.04823053754422091
1959-05-01,0.45701085898139837
1959-06-01,0.8477177534203028
1959-07-01,1.2110578747900398
1959-08-01,1.5181079360535428
1959-09-01,1.7195370809564021
1959-10-01,1.8097352390664636
1959-11-01,1.7894291204355213
1959-12-01,1.690080431082831
1960-01-01,1.5469480945822152
1960-02-01,1.400559078077631
1960-03-01,1.3046095305369245
1960-04-01,1.2666861198380428
1960-05-01,1.289200626593041
1960-06-01,1.3405930597223172
1960-07-01,1.3806208854659623
1960-08-01,1.3726756911487286
1960-09-01,1.2902676587932227
1960-10-01,1.1728110941216414
1960-11-01,1.0305849556359685
1960-12-01,0.8535945392032822
1961-01-01,0.6254893629174324
1961-02-01,0.364770897380307
1961-03-01,0.10080604716086346
1961-04-01,-0.20240660009060463
1961-05-01,-0.5502765406330697
1961-06-01,-0.8794483882394873
1961-07-01,-1.1434748509365893
1961-08-01,-1.342285068826694
1961-09-01,-1.5252672947114903
1961-10-01,-1.6852947237301048
1961-11-01,-1.838638375234994
1961-12-01,-1.956561527580579
1962-01-01,-1.9863870029547606
1962-02-01,-1.9380878100864283
1962-03-01,-1.864268791147751
1962-04-01,-1.8609108378601686
1962-05-01,-1.8847351650412751
1962-06-01,-1.8511828068344478
1962-07-01,-1.6885157051065995
1962-08-01,-1.3734445885756965
1962-09-01,-0.9741717505620416
1962-10-01,-0.5309729029767448
1962-11-01,-0.11797419416286085
1962-12-01,0.23039962313336323
1963-01-01,0.4939164428187321
1963-02-01,0.6857694773901244
1963-03-01,0.8649543996910154
1963-04-01,1.045583109441664
1963-05-01,1.257262838471103
1963-06-01,1.4870757398830083
1963-07-01,1.7073224534837657
1963-08-01,1.8662127422066987
1963-09-01,1.9139690900494166
1963-10-01,1.8690531507451393
1963-11-01,1.7514022536831828
1963-12-01,1.5788133022546778
1964-01-01,1.3785808986663166
1964-02-01,1.1880669119451792
1964-03-01,1.05222282580608
1964-04-01,0.9697443288788273
1964-05-01,0.9426293131398099
1964-06-01,0.9291146107187084
