,anom
1950-02-01,-2.8567897387141317
1950-03-01,-4.873781378848575
1950-04-01,-6.2692424057883676
1950-05-01,-7.1926713329388
1950-06-01,-8.38348417025472
1950-07-01,-9.235061195613754
1950-08-01,-8.701349117776129
1950-09-01,-6.377787664251749
1950-10-01,-2.9342424098594533
1950-11-01,1.0013134693252042
1950-12-01,4.128438514697079
1951-01-01,5.8138778648414196
1951-02-01,5.8973679014558655
1951-03-01,5.134110040427019
1951-04-01,4.747173190828144
1951-05-01,6.3222674144722
1951-06-01,11.860504948514672
1951-07-01,22.504103879501923
1951-08-01,37.01847343428785
1951-09-01,50.99871962693469
1951-10-01,61.75293600715042
1951-11-01,69.41271662509683
1951-12-01,73.26469388753856
1952-01-01,73.47656245421642
1952-02-01,70.77137756725924
1952-03-01,66.7840848352816
1952-04-01,61.618355870116076
1952-05-01,56.715093460152886
1952-06-01,52.7132738637627
1952-07-01,50.28728952962124
1952-08-01,48.97995543940863
1952-09-01,47.73611594724763
1952-10-01,46.91487953377575
1952-11-01,46.891486186787255
1952-12-01,46.54348933276235
1953-01-01,45.362509454082094
1953-02-01,43.55178109961988
1953-03-01,40.88040135260871
1953-04-01,37.3147006983141
1953-05-01,34.55038035617303
1953-06-01,31.76947088684675
1953-07-01,28.317475062744894
1953-08-01,25.604639410730126
1953-09-01,24.25571486998348
1953-10-01,23.05268703323105
1953-11-01,21.792623939003093
1953-12-01,20.61978629348926
1954-01-01,20.07307450627285
1954-02-01,19.839121059666088
1954-03-01,19.07784460471597
1954-04-01,17.86949029298492
1954-05-01,16.117538871254535
1954-06-01,13.942579168783455
1954-07-01,12.91809467282343
1954-08-01,13.666765728008388
1954-09-01,15.348644183225469
1954-10-01,16.97858691373339
1954-11-01,18.53512091523031
1954-12-01,19.366157798929475
1955-01-01,19.231089278541997
1955-02-01,18.030631290179894
1955-03-01,16.190645676077107
1955-04-01,14.611416647498489
1955-05-01,14.217478885520206
1955-06-01,16.195959201312974
1955-07-01,21.87427884944137
1955-08-01,30.053296537232665
1955-09-01,38.7765975931291
1955-10-01,46.79776187111222
1955-11-01,53.96541492227611
1955-12-01,58.85577241329701
1956-01-01,60.261494875426
1956-02-01,59.16661146989372
1956-03-01,58.28382772087907
1956-04-01,57.158776306559226
1956-05-01,54.976138207443654
1956-06-01,52.54196449253302
1956-07-01,50.61786219245502
1956-08-01,49.37465569798539
1956-09-01,49.79162076217492
1956-10-01,50.6739611901493
1956-11-01,50.56412202098698
1956-12-01,49.585125236777564
1957-01-01,47.45247895726575
1957-02-01,44.58843489617812
1957-03-01,42.72604050958645
1957-04-01,41.32923388241046
1957-05-01,38.98771229054398
1957-06-01,35.635752837747766
1957-07-01,32.7899428175723
1957-08-01,30.426338289984063
1957-09-01,28.427313683141413
1957-10-01,26.68383598919295
1957-11-01,24.84487192352445
1957-12-01,23.623886428373762
1958-01-01,23.19191641693328
1958-02-01,22.795014015873893
1958-03-01,22.261831527109912
1958-04-01,20.959234021512888
1958-05-01,18.32162229612952
1958-06-01,15.115374159479243
1958-07-01,13.425025788970975
1958-08-01,14.100434866663216
1958-09-01,16.563649754217856
1958-10-01,19.475453254681643
1958-11-01,21.820321310378233
1958-12-01,23.24725192393333
1959-01-01,24.110253214039062
1959-02-01,24.23495134943339
1959-03-01,23.542568604575454
1959-04-01,22.23100240179297
1959-05-01,21.90071366880111
1959-06-01,23.573296998279663
1959-07-01,27.586403053429027
1959-08-01,34.08464774689121
1959-09-01,41.44767661012384
1959-10-01,48.12263487445225
1959-11-01,53.709090180347054
1959-12-01,57.483717761326034
1960-01-01,60.00037665403516
1960-02-01,60.15173578180682
1960-03-01,57.9597553936977
1960-04-01,55.220958408361795
1960-05-01,52.8971766150908
1960-06-01,50.30551855983295
1960-07-01,48.02905303465222
1960-08-01,46.15512130102044
1960-09-01,44.419924779258125
1960-10-01,43.440884042575505
1960-11-01,43.493577325625566
1960-12-01,43.05131330707412
1961-01-01,41.02204199060967
1961-02-01,38.42383122797498
1961-03-01,36.19724124045059
1961-04-01,33.846963100994486
1961-05-01,31.772245872367808
1961-06-01,29.676392905919283
1961-07-01,27.82005719357462
1961-08-01,25.688420397616657
1961-09-01,23.022475268541605
1961-10-01,21.08129594002023
1961-11-01,19.823807872682632
1961-12-01,18.32228846676468
1962-01-01,17.247735232016787
1962-02-01,17.401418799177566
1962-03-01,17.362601483618548
1962-04-01,16.298962080870044
1962-05-01,14.004265272867004
1962-06-01,11.58478202057184
1962-07-01,11.229680135417228
1962-08-01,12.879079715709485
1962-09-01,16.114000635592628
1962-10-01,20.09263531359806
1962-11-01,23.71688978052097
1962-12-01,26.251735137278516
1963-01-01,27.351153960129828
1963-02-01,26.614192182855195
1963-03-01,25.420546427308036
1963-04-01,23.908450105237307
1963-05-01,22.51521617202196
1963-06-01,22.42365655552228
1963-07-01,24.87791506947508
1963-08-01,29.939133077925884
1963-09-01,35.98620539624197
1963-10-01,42.04608089494391
1963-11-01,47.99014484391832
1963-12-01,52.8125983634889
1964-01-01,55.55318288965012
1964-02-01,55.53693110405795
1964-03-01,54.68259703173541
