,anom
1950-02-01,-3.39423201674618
1950-03-01,-5.801810999543479
1950-04-01,-7.439545694688624
1950-05-01,-8.212885956355342
1950-06-01,-8.587902494047887
1950-07-01,-7.945355445364123
1950-08-01,-5.397619747715347
1950-09-01,-1.0184499779369596
1950-10-01,3.774393409300879
1950-11-01,8.10867768741595
1950-12-01,11.210048607964497
1951-01-01,12.8153074136646
1951-02-01,12.847224008519667
1951-03-01,12.411614983336074
1951-04-01,12.754985333865658
1951-05-01,15.285771510419556
1951-06-01,22.421607576759808
1951-07-01,34.108136014533834
1951-08-01,47.62041928087667
1951-09-01,59.45736089661339
1951-10-01,68.07347650520005
1951-11-01,73.13604797343035
1951-12-01,73.75354875889606
1952-01-01,69.55259510825613
1952-02-01,62.456935608027926
1952-03-01,55.87529728601488
1952-04-01,49.66910044747233
1952-05-01,45.332901101841905
1952-06-01,43.44713952498039
1952-07-01,44.00616721883831
1952-08-01,45.92775291346975
1952-09-01,47.18979319278038
1952-10-01,46.98399689159121
1952-11-01,44.7786083135949
1952-12-01,41.259607135895614
1953-01-01,37.814564606038154
1953-02-01,33.93988527935772
1953-03-01,29.481948180800817
1953-04-01,24.946316767227493
1953-05-01,21.94308995740776
1953-06-01,20.164888922850924
1953-07-01,19.68095502281293
1953-08-01,20.696143405909478
1953-09-01,22.847273432259026
1953-10-01,24.884693030393866
1953-11-01,25.42852002460137
1953-12-01,23.722329490534477
1954-01-01,21.663686693982484
1954-02-01,19.859150779916618
1954-03-01,17.721953339665113
1954-04-01,15.128270844078537
1954-05-01,12.28848226014185
1954-06-01,10.578252904822067
1954-07-01,12.479240869310189
1954-08-01,17.699137097180337
1954-09-01,24.76196800991826
1954-10-01,31.43355085506022
1954-11-01,36.02586772034861
1954-12-01,38.20016324381623
1955-01-01,38.36380453764149
1955-02-01,36.3363014830038
1955-03-01,34.13031858451346
1955-04-01,32.7650330059667
1955-05-01,31.84932813159037
1955-06-01,32.06315083918903
1955-07-01,35.43071501002418
1955-08-01,41.24211979520191
1955-09-01,48.22625981266753
1955-10-01,54.61541450559309
1955-11-01,58.9820012575538
1955-12-01,59.90881434082889
1956-01-01,57.58802684656964
1956-02-01,54.97361740952597
1956-03-01,52.638920856386015
1956-04-01,48.80070412872637
1956-05-01,44.43631378337991
1956-06-01,40.43917812761926
1956-07-01,38.59794877362685
1956-08-01,39.022788871528945
1956-09-01,40.43850138269184
1956-10-01,41.66267207747425
1956-11-01,41.549158228657404
1956-12-01,39.22344838327074
1957-01-01,35.34585523060198
1957-02-01,31.555260363309866
1957-03-01,29.008698104990312
1957-04-01,27.024523951928277
1957-05-01,24.961830681713796
1957-06-01,23.10606850106549
1957-07-01,22.06607929513889
1957-08-01,22.069842786660217
1957-09-01,23.374117753528324
1957-10-01,25.037994049265276
1957-11-01,26.52689552439895
1957-12-01,26.323903351260753
1958-01-01,24.68007035487401
1958-02-01,23.25482350675137
1958-03-01,22.078363331384278
1958-04-01,20.015736232297424
1958-05-01,17.40324399267122
1958-06-01,16.56858334048439
1958-07-01,19.677731825493407
1958-08-01,26.80791418279067
1958-09-01,36.590623726837684
1958-10-01,45.61407675322872
1958-11-01,51.48184612041129
1958-12-01,54.351468452169335
1959-01-01,55.49500508924175
1959-02-01,54.66463528188736
1959-03-01,52.84910040664453
1959-04-01,50.70642140983573
1959-05-01,48.748262611961394
1959-06-01,46.61807533589349
1959-07-01,45.636244159138556
1959-08-01,46.011030327486495
1959-09-01,47.16744246683327
1959-10-01,48.25548726292549
1959-11-01,47.194326913697836
1959-12-01,44.987818120499895
1960-01-01,42.529903239325115
1960-02-01,38.041694580899
1960-03-01,33.471462468280194
1960-04-01,29.772070704665246
1960-05-01,26.459689878669373
1960-06-01,23.833773261490116
1960-07-01,22.293293252742497
1960-08-01,21.762926667559245
1960-09-01,22.6486918777159
1960-10-01,23.92990559117992
1960-11-01,25.20040373387882
1960-12-01,25.436351616027185
1961-01-01,23.56547191493364
1961-02-01,20.978120486833067
1961-03-01,19.0216850981028
1961-04-01,16.754352964201612
1961-05-01,14.193935111153557
1961-06-01,12.24335928411059
1961-07-01,12.927297336672616
1961-08-01,16.136613812226592
1961-09-01,20.695373452555142
1961-10-01,26.237551133459554
1961-11-01,31.369143826368767
1961-12-01,33.59796498309313
1962-01-01,34.68017405639636
1962-02-01,35.35849549406645
1962-03-01,34.81981323259733
1962-04-01,33.64665996693898
1962-05-01,32.531324016270474
1962-06-01,32.7910133471253
1962-07-01,35.58380887536419
1962-08-01,40.86916252428264
1962-09-01,47.866154839262364
1962-10-01,54.15344210023829
1962-11-01,57.869587497806805
1962-12-01,58.11037605521787
1963-01-01,55.83508193972927
1963-02-01,51.86175525575202
1963-03-01,47.849797790730456
1963-04-01,43.69448470402728
1963-05-01,39.57029379814481
1963-06-01,36.1872893039319
1963-07-01,34.810038824703106
1963-08-01,34.328807021749355
1963-09-01,34.193949315304245
1963-10-01,34.496424944939456
1963-11-01,34.470179106973916
1963-12-01,33.32171435311391
1964-01-01,30.488386622671012
1964-02-01,27.443597447986033
1964-03-01,24.701237351133468
1964-04-01,21.104250770553605
1964-05-01,18.269651207576512
1964-06-01,16.570848392519498
1964-07-01,15.60550775493121
1964-08-01,14.633486197928049
1964-09-01,15.231264451966672
1964-10-01,18.137440268360333
1964-11-01,20.57565322042281
1964-12-01,21.293241082900735
1965-01-01,20.172569337068847
1965-02-01,17.293005628770885
1965-03-01,14.246755133354862
1965-04-01,10.985276980360629
1965-05-01,8.861626952010477
1965-06-01,9.52263364969068
1965-07-01,14.78894487678467
1965-08-01,24.275384767200272
1965-09-01,36.74888103260068
1965-10-01,48.79384576142251
1965-11-01,58.101907243715885
1965-12-01,63.3597424928721
1966-01-01,65.33183035497595
1966-02-01,63.18225799712122
1966-03-01,58.93503738827746
1966-04-01,55.34883507063831
1966-05-01,52.68614705530243
1966-06-01,49.528990864343136
1966-07-01,47.68739218851215
1966-08-01,48.46468219001256
1966-09-01,49.77667697875988
1966-10-01,50.828658060935794
1966-11-01,52.04063051220797
1966-12-01,51.23543546321757
1967-01-01,47.410834468375626
1967-02-01,42.35112387850415
1967-03-01,37.99686247848324
1967-04-01,33.48138966979452
1967-05-01,30.23237171332553
1967-06-01,27.606723040908218
1967-07-01,25.522582774812403
1967-08-01,24.972443659604906
1967-09-01,26.43452105674122
1967-10-01,28.21933848226671
1967-11-01,29.113151006733776
1967-12-01,28.976318028037483
1968-01-01,27.191276832877712
1968-02-01,24.34713125805216
1968-03-01,22.691949512544927
1968-04-01,20.845731778579104
1968-05-01,18.28761932569823
1968-06-01,16.18145982840756
1968-07-01,14.839219213986853
1968-08-01,14.655225483357913
1968-09-01,15.479472518171992
1968-10-01,17.61741479869368
1968-11-01,19.70786789829973
1968-12-01,20.407305516876626
1969-01-01,20.437592249940284
1969-02-01,19.43227847833126
1969-03-01,17.860562357380687
1969-04-01,15.583869167765773
1969-05-01,13.666624483069302
1969-06-01,13.010172329830517
