,global_transitivity,avelocal_transmissivity,fraction_clusters_size_2,fraction_clusters_size_3,fraction_clusters_size_5,fraction_giant_component,average_path_length,hamming_distance,corrected_hamming_distance,threshold,edge_density
1953-03-01 14:17:30,0.670316507764453,0.7085603980535886,0.0,0.0,0.0,0.17834394904458598,3.962042525614339,0.0,0.0,0.99,0.015141656964134878
1953-04-01 14:17:30,0.7125434033377149,0.7195155855908195,0.0,0.0,0.0,0.17834394904458598,3.658250196834962,0.011655721196163631,0.007960515134681288,0.99,0.01883686302561722
1953-05-01 14:17:30,0.7325203043206079,0.7307253120422048,0.0,0.0,0.0,0.17834394904458598,3.780007751079615,0.014855337153467419,0.013800424628450107,0.99,0.017781950500599907
1953-06-01 14:17:30,0.7449082018806776,0.7432435124897802,0.0003980891719745223,0.0,0.0,0.2018312101910828,5.601506772461329,0.012784195400112119,0.010525661611203697,0.99,0.015523416711691487
1953-07-01 14:17:30,0.793328797011768,0.7587535156915824,0.0003980891719745223,0.0,0.0,0.20063694267515925,5.909231018365991,0.010654394549333252,0.010187658379563043,0.99,0.015056680541921278
1953-08-01 14:17:30,0.8039036012605176,0.763340005447832,0.0007961783439490446,0.0,0.0,0.2229299363057325,6.39442124290968,0.008697400228802188,0.007853343378307422,0.99,0.015900737392416046
1953-09-01 14:17:30,0.7967488352664045,0.7540600368022683,0.0,0.0,0.0,0.16679936305732485,4.046308091446369,0.00910547730114883,0.008209102877276291,0.99,0.015004362968543504
1953-10-01 14:17:30,0.7553949828832829,0.7324735702714562,0.0003980891719745223,0.0,0.0,0.24522292993630573,8.54560640255045,0.009700629332846305,0.008185639238306864,0.99,0.013489372874004065
1953-11-01 14:17:30,0.7374810388240823,0.7371257966472649,0.0,0.0,0.0,0.23964968152866242,6.15607816347873,0.009419699817617769,0.009093111329259539,0.99,0.013815961362362295
1953-12-01 14:17:30,0.7334607699175533,0.7193567411075741,0.0,0.0,0.0,0.2619426751592357,7.285541779581291,0.009907045940536797,0.009091208872045802,0.99,0.014631798430853288
1954-01-01 14:17:30,0.711874128240359,0.6998887617113118,0.0,0.0,0.0,0.2623407643312102,5.931308592836534,0.01122640001826359,0.01049585644818848,0.99,0.0153623420009284
1954-02-01 14:17:30,0.6982844751057258,0.6916794483894739,0.0003980891719745223,0.0,0.0,0.27985668789808915,5.8740744689587805,0.012592047221524655,0.011870064708911363,0.99,0.016084324513541692
1954-03-01 14:17:30,0.6714070265291456,0.6756758545867736,0.0,0.0,0.0,0.2679140127388535,5.140121253149561,0.01413747663148389,0.012714755711810709,0.99,0.017507045433214873
1954-04-01 14:17:30,0.6735827854942086,0.6863867915935044,0.0,0.0,0.0,0.27985668789808915,5.788992723316413,0.014012231531579522,0.013824522419824112,0.99,0.017694754544970284
1954-05-01 14:17:30,0.6787633191760709,0.6809451438392855,0.0,0.0,0.0,0.27985668789808915,5.713389575049956,0.013652984194385468,0.013615252126313012,0.99,0.017657022476897828
1954-06-01 14:17:30,0.6749999037872338,0.6805391330378654,0.0,0.0,0.0,0.27985668789808915,5.180071173342137,0.013708472529786138,0.01345734817757282,0.99,0.017908146829111148
1954-07-01 14:17:30,0.6731618330845456,0.6841225028507785,0.0,0.0,0.0,0.27985668789808915,5.500938633503591,0.013893327955720942,0.01314407688971075,0.99,0.018657397895121337
1954-08-01 14:17:30,0.6747697671427684,0.6827372651335595,0.0,0.0,0.0,0.2679140127388535,5.560619333328091,0.013991304502228411,0.013531544008908573,0.99,0.019117158388441177
1954-09-01 14:17:30,0.6723538504581043,0.6816111893682264,0.0,0.0,0.0,0.27985668789808915,6.058503996200385,0.014155549975014396,0.013884132745854545,0.99,0.018845741159281327
1954-10-01 14:17:30,0.6786082983763101,0.6837056374690509,0.0,0.0003980891719745223,0.0,0.27985668789808915,6.246689370732292,0.013998280178678782,0.01279592721959683,0.99,0.017643388200199377
1954-11-01 14:17:30,0.6985233803578483,0.6859779498085051,0.0007961783439490446,0.0,0.0,0.25,7.561912704301746,0.01205967627788051,0.010199707275250046,0.99,0.015783419197568916
1954-12-01 14:17:30,0.7145102299418238,0.6808384859349811,0.0015923566878980893,0.0,0.0,0.24522292993630573,6.352818225574629,0.010397245749276432,0.009158429026931184,0.99,0.014544602475223666
1955-01-01 14:17:30,0.7397870301309925,0.7045065564819294,0.0003980891719745223,0.0003980891719745223,0.0,0.23964968152866242,7.002422744921862,0.008651741255672493,0.007526754889949192,0.99,0.013419616109500362
1955-02-01 14:17:30,0.7849667179714567,0.732269822569606,0.0003980891719745223,0.0,0.0,0.23964968152866242,7.195565581173423,0.00712501934164834,0.006997871784530233,0.99,0.013292468552382258
1955-03-01 14:17:30,0.7967518359578403,0.7306134668269485,0.0,0.0,0.0,0.19506369426751594,5.682382780809119,0.005037389625773983,0.004444140051290246,0.99,0.012699218977898519
1955-04-01 14:17:30,0.7826575130894705,0.7087676344589773,0.0003980891719745223,0.0,0.0,0.22770700636942676,6.730028778106919,0.005293587197223934,0.004073795047016059,0.99,0.011479426827690644
1955-05-01 14:17:30,0.7528315729942069,0.6892188761856144,0.0003980891719745223,0.0,0.0,0.19506369426751594,5.714648082939039,0.005789494377604781,0.005017413825029742,0.99,0.010707346275115605
1955-06-01 14:17:30,0.7396862000321563,0.6747447791173624,0.0003980891719745223,0.0,0.0,0.22770700636942676,6.743731175182241,0.006514330576038678,0.0056319075050668774,0.99,0.011589769346087407
