time,date,Volume,anom
2014-11-01 00:00:00,201411,2640610000000000.0,113662000000000.0
2014-12-01 00:00:00,201412,2638994000000000.0,94059780000000.0
2015-01-01 00:00:00,201501,2610818000000000.0,81986900000000.0
2015-02-01 00:00:00,201502,2591555000000000.0,97169880000000.0
2015-03-01 00:00:00,201503,2588879000000000.0,127222800000000.0
2015-04-01 00:00:00,201504,2583686000000000.0,155525300000000.0
2015-05-01 00:00:00,201505,2563465000000000.0,163822100000000.0
2015-06-01 00:00:00,201506,2541832000000000.0,160423700000000.0
2015-07-01 00:00:00,201507,2538131000000000.0,161645100000000.0
2015-08-01 00:00:00,201508,2556391000000000.0,162300400000000.0
2015-09-01 00:00:00,201509,2585453000000000.0,152344100000000.0
2015-10-01 00:00:00,201510,2614505000000000.0,132637200000000.0
2015-11-01 00:00:00,201511,2623398000000000.0,96450740000000.0
2015-12-01 00:00:00,201512,2595556000000000.0,50622100000000.0
2016-01-01 00:00:00,201601,2521900000000000.0,-6930735000000.0
2016-02-01 00:00:00,201602,2410451000000000.0,-83933590000000.0
2016-03-01 00:00:00,201603,2296499000000000.0,-165157300000000.0
2016-04-01 00:00:00,201604,2215159000000000.0,-213002200000000.0
2016-05-01 00:00:00,201605,2180580000000000.0,-219062500000000.0
2016-06-01 00:00:00,201606,2183642000000000.0,-197766200000000.0
2016-07-01 00:00:00,201607,2214732000000000.0,-161753700000000.0
2016-08-01 00:00:00,201608,2262759000000000.0,-131331500000000.0
2016-09-01 00:00:00,201609,2320560000000000.0,-112548800000000.0
2016-10-01 00:00:00,201610,2386403000000000.0,-95464770000000.0
2016-11-01 00:00:00,201611,2452292000000000.0,-74655660000000.0
2016-12-01 00:00:00,201612,2503515000000000.0,-41418790000000.0
2017-01-01 00:00:00,201701,2517423000000000.0,-11407700000000.0
2017-02-01 00:00:00,201702,2497919000000000.0,3534490000000.0
2017-03-01 00:00:00,201703,2472843000000000.0,11186510000000.0
2017-04-01 00:00:00,201704,2450090000000000.0,21929030000000.0
2017-05-01 00:00:00,201705,2427364000000000.0,27721870000000.0
2017-06-01 00:00:00,201706,2399608000000000.0,18199390000000.0
2017-07-01 00:00:00,201707,2369048000000000.0,-7437810000000.0
2017-08-01 00:00:00,201708,2343762000000000.0,-50327890000000.0
2017-09-01 00:00:00,201709,2341992000000000.0,-91116660000000.0
2017-10-01 00:00:00,201710,2378452000000000.0,-103415300000000.0
2017-11-01 00:00:00,201711,2436893000000000.0,-90054190000000.0
2017-12-01 00:00:00,201712,2492308000000000.0,-52626230000000.0
2018-01-01 00:00:00,201801,2533619000000000.0,4788620000000.0
2018-02-01 00:00:00,201802,2555283000000000.0,60898340000000.0
2018-03-01 00:00:00,201803,2563878000000000.0,102221600000000.0
2018-04-01 00:00:00,201804,2567906000000000.0,139744800000000.0
2018-05-01 00:00:00,201805,2566622000000000.0,166979200000000.0
2018-06-01 00:00:00,201806,2556116000000000.0,174707500000000.0
2018-07-01 00:00:00,201807,2549718000000000.0,173232100000000.0
2018-08-01 00:00:00,201808,2572361000000000.0,178270400000000.0
2018-09-01 00:00:00,201809,2626251000000000.0,193142000000000.0
2018-10-01 00:00:00,201810,2686619000000000.0,204750800000000.0
2018-11-01 00:00:00,201811,2715145000000000.0,188197700000000.0
2018-12-01 00:00:00,201812,2697915000000000.0,152980800000000.0
2019-01-01 00:00:00,201901,2652763000000000.0,123932600000000.0
2019-02-01 00:00:00,201902,2600729000000000.0,106343900000000.0
2019-03-01 00:00:00,201903,2536938000000000.0,75281380000000.0
2019-04-01 00:00:00,201904,2461078000000000.0,32917430000000.0
2019-05-01 00:00:00,201905,2401957000000000.0,2314719000000.0
2019-06-01 00:00:00,201906,2371493000000000.0,-9915469000000.0
2019-07-01 00:00:00,201907,2367335000000000.0,-9150696000000.0
2019-08-01 00:00:00,201908,2393451000000000.0,-639681700000.0
2019-09-01 00:00:00,201909,2451626000000000.0,18517210000000.0
2019-10-01 00:00:00,201910,2525967000000000.0,44098850000000.0
2019-11-01 00:00:00,201911,2582863000000000.0,55915640000000.0
2019-12-01 00:00:00,201912,2598717000000000.0,53783190000000.0
2020-01-01 00:00:00,202001,2575900000000000.0,47069350000000.0
2020-02-01 00:00:00,202002,2529269000000000.0,34883720000000.0
2020-03-01 00:00:00,202003,2471249000000000.0,9592541000000.0
2020-04-01 00:00:00,202004,2414889000000000.0,-13271450000000.0
2020-05-01 00:00:00,202005,2382838000000000.0,-16804330000000.0
2020-06-01 00:00:00,202006,2379306000000000.0,-2102118000000.0
2020-07-01 00:00:00,202007,2388884000000000.0,12398230000000.0
2020-08-01 00:00:00,202008,2398101000000000.0,4010694000000.0
2020-09-01 00:00:00,202009,2410619000000000.0,-22489520000000.0
2020-10-01 00:00:00,202010,2443938000000000.0,-37930200000000.0
2020-11-01 00:00:00,202011,2500595000000000.0,-26352310000000.0
