,anom
1950-02-01,-3.6555971900395976
1950-03-01,-5.573793638934063
1950-04-01,-7.947100914264992
1950-05-01,-9.773750725557095
1950-06-01,-10.200467693248719
1950-07-01,-8.959260809790992
1950-08-01,-6.464522800250006
1950-09-01,-2.735743777395439
1950-10-01,1.279937330546948
1950-11-01,4.673971721956675
1950-12-01,7.605706336159224
1951-01-01,8.518674474844632
1951-02-01,8.562259079151447
1951-03-01,7.100379052071426
1951-04-01,7.248401984920003
1951-05-01,9.516751073905287
1951-06-01,12.261039631126346
1951-07-01,17.96128450953553
1951-08-01,26.964183369810936
1951-09-01,36.72847203820616
1951-10-01,43.58721316718289
1951-11-01,47.78934736740159
1951-12-01,49.56545880689907
1952-01-01,47.1165336715912
1952-02-01,44.33626092713571
1952-03-01,39.96471258428516
1952-04-01,35.212096368730045
1952-05-01,33.09047265542105
1952-06-01,32.68572367408922
1952-07-01,32.737595392565474
1952-08-01,35.48078433969258
1952-09-01,40.73151386103351
1952-10-01,43.6559220646599
1952-11-01,42.071639124193524
1952-12-01,40.31958931057958
1953-01-01,37.7452688351359
1953-02-01,33.99154899165812
1953-03-01,30.4877000367962
1953-04-01,27.388465798776295
1953-05-01,23.30680091287127
1953-06-01,22.469305853287736
1953-07-01,23.231883715902036
1953-08-01,25.178527113979282
1953-09-01,30.947963917554237
1953-10-01,34.41366308730006
1953-11-01,33.24366353199598
1953-12-01,32.25782642195984
1954-01-01,31.375977078915888
1954-02-01,30.29039425693519
1954-03-01,26.785442996911414
1954-04-01,23.50736789919546
1954-05-01,22.00776921816936
1954-06-01,22.242161036542736
1954-07-01,25.13464328435658
1954-08-01,29.303508348225318
1954-09-01,35.01317153971998
1954-10-01,39.18462924770443
1954-11-01,41.020448029536674
1954-12-01,39.72328467472035
1955-01-01,38.99424286826371
1955-02-01,36.732744367106356
1955-03-01,33.619258067819366
1955-04-01,29.486890169574846
1955-05-01,27.451206226725215
1955-06-01,26.892596349733683
1955-07-01,28.70982322338625
1955-08-01,32.06188877624189
1955-09-01,35.1898218606784
1955-10-01,38.52459994533188
1955-11-01,39.30025025783139
1955-12-01,37.087768712577805
1956-01-01,34.11696750059454
1956-02-01,33.578559176439406
1956-03-01,31.021788521763554
1956-04-01,26.372776522269714
1956-05-01,24.74960680525392
1956-06-01,24.25405126307129
1956-07-01,24.617681312732476
1956-08-01,27.406622038849374
1956-09-01,29.497450842338345
1956-10-01,31.7615093935099
1956-11-01,31.962634482694458
1956-12-01,31.097305180996457
1957-01-01,27.688124242713023
1957-02-01,26.392543650274174
1957-03-01,24.65606328699786
1957-04-01,21.327004163937495
1957-05-01,17.80410177085524
1957-06-01,17.627507515208286
1957-07-01,19.70051803962277
1957-08-01,21.505737040736257
1957-09-01,25.108271071115936
1957-10-01,28.22362938797796
1957-11-01,29.934024445081942
1957-12-01,30.325412940316763
1958-01-01,29.10565932373953
1958-02-01,26.637569752370176
1958-03-01,24.920684762758377
1958-04-01,22.684055265531644
1958-05-01,20.7127195294023
1958-06-01,20.403439226013358
1958-07-01,23.611281697663912
1958-08-01,28.937879847743556
1958-09-01,33.12543751376333
1958-10-01,37.29199630766428
1958-11-01,41.96784617378591
1958-12-01,43.47198771350391
1959-01-01,42.88135860137128
1959-02-01,40.2990680981666
1959-03-01,37.82548285216324
1959-04-01,35.100461914132644
1959-05-01,31.366653461080645
1959-06-01,29.980875758151907
1959-07-01,31.019693638885634
1959-08-01,33.942958386646474
1959-09-01,36.59967404132804
1959-10-01,38.602449151972195
1959-11-01,40.506316135762205
1959-12-01,39.53712840239717
1960-01-01,38.793729005159
1960-02-01,36.22325653846711
1960-03-01,31.852715203089723
1960-04-01,28.10882854944874
1960-05-01,24.945925977550583
1960-06-01,22.50478133210896
1960-07-01,22.835169618115973
1960-08-01,24.925639571055513
1960-09-01,26.874863109411024
1960-10-01,29.36010841867153
1960-11-01,32.24779569865091
1960-12-01,31.839148255321547
1961-01-01,28.985948001012968
1961-02-01,26.096053167227254
1961-03-01,21.969021556189237
1961-04-01,19.01661139850904
1961-05-01,17.11650342150816
1961-06-01,16.450104592366024
1961-07-01,17.2469846365488
1961-08-01,20.75462314188599
1961-09-01,24.78168321610984
1961-10-01,28.342138101284526
1961-11-01,31.187233560035306
1961-12-01,32.69367360499805
1962-01-01,31.9981998611784
1962-02-01,29.544321765451706
1962-03-01,28.066239961797258
1962-04-01,23.370963824295572
1962-05-01,21.25249784802071
1962-06-01,21.25510538265279
1962-07-01,23.61894623970022
1962-08-01,28.897579629869675
1962-09-01,36.35327579530212
1962-10-01,42.171023234911246
1962-11-01,46.39068364514119
1962-12-01,47.468651429328744
1963-01-01,44.79096320434871
1963-02-01,43.25099937558088
1963-03-01,41.078283531105996
1963-04-01,37.41825205216763
1963-05-01,33.75387022303198
1963-06-01,32.17858424409236
1963-07-01,34.5353149449433
1963-08-01,36.662668223772485
1963-09-01,41.428443933478256
1963-10-01,45.66294155080789
1963-11-01,47.68388636621909
1963-12-01,47.09045424649712
1964-01-01,44.67087588585136
1964-02-01,42.21304849701931
1964-03-01,38.55051316290914
1964-04-01,36.193027185171516
1964-05-01,34.24148886215885
1964-06-01,32.50648925491205
1964-07-01,32.42296444038566
1964-08-01,33.31286074750088
1964-09-01,36.41464681705311
1964-10-01,38.87868717578425
1964-11-01,39.444877387338416
1964-12-01,37.303321783756125
1965-01-01,35.18530107598144
1965-02-01,32.60805864939165
1965-03-01,29.899353798457035
1965-04-01,27.226250516672483
1965-05-01,24.848552882311477
1965-06-01,23.400808753741114
1965-07-01,22.970751441890286
1965-08-01,24.916247628169604
1965-09-01,27.798271968764436
1965-10-01,28.996068202547118
1965-11-01,29.57516259313777
1965-12-01,30.073643075175184
1966-01-01,27.74148098046668
1966-02-01,25.439470160837583
1966-03-01,23.570981544897247
1966-04-01,22.14528474980169
1966-05-01,20.10975148692172
1966-06-01,19.17178119331501
1966-07-01,20.262797399054563
1966-08-01,23.676621223114136
1966-09-01,27.032622013891213
1966-10-01,30.153970766183633
1966-11-01,33.15411283859765
1966-12-01,36.274164621300116
1967-01-01,35.861283280890106
1967-02-01,32.796340500608096
1967-03-01,31.362859454198578
1967-04-01,30.30908860075808
1967-05-01,28.518024050758722
1967-06-01,26.705382403594015
1967-07-01,27.738424389840073
1967-08-01,31.434844683162563
1967-09-01,34.711261728644075
1967-10-01,37.387407433277275
1967-11-01,41.242342626213876
1967-12-01,40.93017915016927
1968-01-01,38.58493331996275
1968-02-01,36.606652348400864
1968-03-01,34.16224542914636
1968-04-01,31.26008362803766
1968-05-01,28.85535640947143
1968-06-01,27.843708858147703
1968-07-01,28.365126422868332
1968-08-01,29.405879988863845
1968-09-01,33.2163346686896
1968-10-01,36.94730573917448
1968-11-01,40.33445939726683
1968-12-01,40.47685970160664
1969-01-01,37.70938383896781
1969-02-01,34.27806143446602
1969-03-01,32.65324277374725
1969-04-01,29.83606105094381
1969-05-01,26.25956868196549
1969-06-01,24.678696508528674
1969-07-01,24.815107744792808
1969-08-01,26.11708948779833
1969-09-01,27.231445656958105
1969-10-01,31.43046067616234
1969-11-01,34.34978705095193
1969-12-01,33.77592235588313
1970-01-01,31.882317673213528
1970-02-01,29.728982034020728
1970-03-01,27.688534209096403
1970-04-01,25.055075321086164
1970-05-01,22.50421864531796
1970-06-01,21.695402084557255
1970-07-01,21.91059595465623
1970-08-01,25.00137391168857
1970-09-01,28.435175833832343
1970-10-01,31.522734066028264
1970-11-01,33.96697885253485
1970-12-01,34.44952751748972
1971-01-01,32.584541103687236
1971-02-01,31.402048817843216
1971-03-01,29.01955729229601
1971-04-01,26.22982117700892
1971-05-01,24.904335212427647
1971-06-01,22.57871423487648
1971-07-01,22.526497559421262
1971-08-01,24.12751394946872
1971-09-01,26.9674129136252
1971-10-01,31.52349721910274
1971-11-01,35.40859737840891
1971-12-01,36.5213790959554
1972-01-01,35.79124093980145
1972-02-01,33.42684868795803
1972-03-01,30.557426403041735
1972-04-01,27.282093436419533
1972-05-01,25.204008824671643
1972-06-01,24.609106490197657
1972-07-01,24.061320619110248
1972-08-01,26.247768792226886
1972-09-01,29.932530248295357
1972-10-01,32.59037122788989
1972-11-01,34.682300292070494
1972-12-01,35.549988394421206
1973-01-01,34.63970106436484
1973-02-01,32.66142627267818
1973-03-01,30.118518540743903
1973-04-01,27.319348733071866
1973-05-01,24.924007156180245
1973-06-01,23.600970682464165
1973-07-01,22.736377869134333
1973-08-01,24.072058513145837
1973-09-01,27.174947987977927
1973-10-01,32.80899962374723
1973-11-01,35.50224856416015
1973-12-01,35.59849996287492
1974-01-01,34.85448945766008
1974-02-01,33.72722919187661
1974-03-01,32.637700850947574
1974-04-01,29.342981557159046
1974-05-01,28.19483467680666
1974-06-01,26.64309222445046
1974-07-01,26.25712672338118
1974-08-01,28.598905340206382
1974-09-01,31.083017028293455
1974-10-01,34.73343322015586
1974-11-01,38.306615431235294
1974-12-01,37.83828066365868
1975-01-01,35.42087502436662
1975-02-01,34.5215005705068
1975-03-01,33.452734282558644
1975-04-01,30.402604410918663
1975-05-01,26.087317951609865
1975-06-01,24.38503574404052
1975-07-01,23.526530464354654
1975-08-01,24.336081136437624
1975-09-01,27.77812972667884
1975-10-01,30.824288268305864
1975-11-01,33.0117600363779
1975-12-01,34.6771560903513
1976-01-01,33.236656668212326
1976-02-01,32.37675401534032
1976-03-01,32.02737446179423
1976-04-01,28.873684992088577
1976-05-01,24.677012222228374
1976-06-01,22.949936151577077
1976-07-01,24.30832159575126
1976-08-01,27.721159692445326
1976-09-01,31.224149991419278
1976-10-01,36.653937937790495
1976-11-01,41.1620329606152
1976-12-01,43.17131857175504
1977-01-01,42.88471671726695
1977-02-01,41.04958893105388
1977-03-01,39.59219880941485
1977-04-01,36.97328726319646
1977-05-01,33.73565439760426
1977-06-01,30.982589489441818
1977-07-01,30.94865017978832
1977-08-01,32.231175970498775
1977-09-01,34.406353762761235
1977-10-01,37.46922143624729
1977-11-01,39.99920933785693
1977-12-01,41.135148172896535
1978-01-01,39.53891398809669
1978-02-01,36.51889310579563
1978-03-01,33.87336683428117
1978-04-01,31.996312230919
1978-05-01,28.477466544521416
1978-06-01,24.64950374742392
1978-07-01,24.26987750598258
1978-08-01,26.481662419139628
1978-09-01,27.70711800339918
1978-10-01,29.407904709069452
1978-11-01,32.28382835730534
1978-12-01,31.69398743293817
1979-01-01,30.535975456458836
1979-02-01,28.23067012184042
1979-03-01,25.65880332658843
1979-04-01,23.56923537831806
1979-05-01,21.28822414903237
1979-06-01,19.016224676700933
1979-07-01,17.398125516423857
1979-08-01,19.59756256412239
1979-09-01,22.35385559892609
1979-10-01,23.7856833159085
1979-11-01,26.100626503752263
1979-12-01,28.588673327766557
1980-01-01,27.949708428446204
1980-02-01,25.380143830987404
1980-03-01,23.935784112595353
1980-04-01,21.592332145475325
1980-05-01,19.630540159784545
1980-06-01,18.157418774679662
1980-07-01,17.586074489130755
1980-08-01,19.691240194020445
1980-09-01,24.416577776981697
1980-10-01,30.059747862061798
1980-11-01,33.55560345651174
1980-12-01,37.468451009576015
1981-01-01,38.52631094896478
1981-02-01,36.53498196958237
1981-03-01,33.34734062521384
1981-04-01,31.402121271406745
1981-05-01,30.638765391222137
1981-06-01,29.499621432869105
1981-07-01,29.765294891061238
1981-08-01,31.42204443432015
1981-09-01,35.719623324404715
1981-10-01,39.31681442682154
1981-11-01,41.69476829178231
1981-12-01,43.21882428357369
1982-01-01,42.64593902337305
1982-02-01,39.5548958128397
1982-03-01,35.83254951454142
1982-04-01,33.04595097172421
1982-05-01,30.916049291273456
1982-06-01,28.246499367065965
1982-07-01,29.493788399133265
1982-08-01,29.11661473284357
1982-09-01,30.308076836679433
1982-10-01,31.87835013483119
1982-11-01,32.71000961266313
1982-12-01,32.36342342684664
1983-01-01,31.611843099667514
1983-02-01,28.785532826060145
1983-03-01,25.570177430445856
1983-04-01,24.29010068407621
1983-05-01,23.427278586745434
1983-06-01,20.998551870280792
1983-07-01,19.442837058933648
1983-08-01,18.737230101268917
1983-09-01,18.93993916705617
1983-10-01,21.906870661483197
1983-11-01,25.363552364089834
1983-12-01,26.69837855282714
1984-01-01,26.582118226696362
1984-02-01,25.21240109238946
1984-03-01,22.867458448995183
1984-04-01,20.605601057672853
1984-05-01,18.254170707074874
1984-06-01,17.46144733956777
1984-07-01,16.9735010141725
1984-08-01,19.700432946296367
1984-09-01,23.71185418404252
1984-10-01,28.614343298194377
1984-11-01,35.39922063759526
1984-12-01,40.16285834830824
1985-01-01,40.601678692596906
1985-02-01,41.18085873044542
1985-03-01,39.05615966295598
1985-04-01,37.246240214022244
1985-05-01,35.051373950972376
1985-06-01,31.331730609860447
1985-07-01,29.72176452914243
1985-08-01,32.16041211080641
1985-09-01,36.94452550174395
1985-10-01,42.326046244232344
1985-11-01,46.56671014308288
1985-12-01,50.469544896988715
1986-01-01,50.200575108991
1986-02-01,46.86364659299898
