time,anom
1950-03-01,0.7459414562837061
1950-04-01,0.2366516988397803
1950-05-01,-0.36583568982421966
1950-06-01,-0.9559751043451689
1950-07-01,-1.4247645971183804
1950-08-01,-1.7047520381424437
1950-09-01,-1.8480424753182518
1950-10-01,-1.932486457156988
1950-11-01,-2.0442249740362435
1950-12-01,-2.189898904581734
1951-01-01,-2.373723085519181
1951-02-01,-2.5714642553155342
1951-03-01,-2.7303485611515534
1951-04-01,-2.8020321019105445
1951-05-01,-2.7925489772554
1951-06-01,-2.7320979987755565
1951-07-01,-2.599691187961529
1951-08-01,-2.304057851442856
1951-09-01,-1.8720060631857578
1951-10-01,-1.3742445828958647
1951-11-01,-0.8931133578219969
1951-12-01,-0.46085875322959186
1952-01-01,-0.09863783881727765
1952-02-01,0.16794466163362998
1952-03-01,0.35910133249977366
1952-04-01,0.5020889452759812
1952-05-01,0.6264685558050248
1952-06-01,0.726051107292412
1952-07-01,0.802616622007708
1952-08-01,0.9019550144489266
1952-09-01,1.0221201539607538
1952-10-01,1.1046711594883014
1952-11-01,1.0965461646058177
1952-12-01,1.004665278118915
1953-01-01,0.875400395981084
1953-02-01,0.7282820225743123
1953-03-01,0.5650574059923876
1953-04-01,0.36823350584413933
1953-05-01,0.15874974866913524
1953-06-01,-0.07055699492111837
1953-07-01,-0.2864376266355085
1953-08-01,-0.3914833221208352
1953-09-01,-0.39025765797773815
1953-10-01,-0.35949075657321217
1953-11-01,-0.42246504649545
1953-12-01,-0.5339778197376184
1954-01-01,-0.5972222372362476
1954-02-01,-0.6672573761219441
1954-03-01,-0.8049995966661486
1954-04-01,-1.002706090465652
1954-05-01,-1.1639568249244263
1954-06-01,-1.216882802715882
1954-07-01,-1.1696864426215292
1954-08-01,-1.0243837768911088
1954-09-01,-0.809540886545785
1954-10-01,-0.5537867675273761
1954-11-01,-0.3171925373812113
1954-12-01,-0.1125750391495437
1955-01-01,0.061835726156303394
1955-02-01,0.1994706011526901
1955-03-01,0.3075966873822118
1955-04-01,0.38091006150972956
1955-05-01,0.4545644969452998
1955-06-01,0.5545688785527089
1955-07-01,0.6773009100605094
1955-08-01,0.8057748283667353
1955-09-01,0.9166504128829255
1955-10-01,0.9852865443713341
1955-11-01,0.9857240128672929
1955-12-01,0.89904100839991
1956-01-01,0.7966925114083226
1956-02-01,0.6965857282804345
1956-03-01,0.6055629006468829
1956-04-01,0.5216713074036695
1956-05-01,0.4605358927621855
1956-06-01,0.456038720908379
1956-07-01,0.4698146816113559
1956-08-01,0.5133678501916575
1956-09-01,0.5554187288728217
1956-10-01,0.5780814764063832
1956-11-01,0.5428998005124347
1956-12-01,0.43279397234571465
1957-01-01,0.29944558282625405
1957-02-01,0.16326488286265928
1957-03-01,0.03318122932080433
1957-04-01,-0.17936997239588237
1957-05-01,-0.4191593626717693
1957-06-01,-0.6150611851857887
1957-07-01,-0.7394104302405667
1957-08-01,-0.8027410370948141
1957-09-01,-0.8429487326323238
1957-10-01,-0.8320458269988448
1957-11-01,-0.8043986628867875
1957-12-01,-0.7815494447755356
1958-01-01,-0.7710709323175635
1958-02-01,-0.7795440239809134
1958-03-01,-0.8205375837019453
1958-04-01,-0.9185944344220793
1958-05-01,-1.0604236116715537
1958-06-01,-1.1551104526912919
1958-07-01,-1.118412798221352
1958-08-01,-0.996107358873901
1958-09-01,-0.8405430847804709
1958-10-01,-0.6720671797625725
1958-11-01,-0.4511884405365028
1958-12-01,-0.21976444903180456
1959-01-01,-0.013529209556866798
1959-02-01,0.14726137028107664
1959-03-01,0.2909784371606783
1959-04-01,0.41109414068053357
1959-05-01,0.5344413589213962
1959-06-01,0.6712719229476333
1959-07-01,0.8363193792857982
1959-08-01,0.9952813327773988
1959-09-01,1.1092457217247897
1959-10-01,1.1498788072893014
1959-11-01,1.1162497131896174
1959-12-01,1.0345569795682994
1960-01-01,0.939204662457699
1960-02-01,0.8482708132036585
1960-03-01,0.7578942710685747
1960-04-01,0.6589002786701977
1960-05-01,0.5433341685331344
1960-06-01,0.44798437148857556
1960-07-01,0.3989800369968073
1960-08-01,0.37273744265350456
1960-09-01,0.3499824840942895
1960-10-01,0.31431724457677274
1960-11-01,0.2841178931810499
1960-12-01,0.21571250146547408
1961-01-01,0.1041495723114636
1961-02-01,-0.07032109083671283
1961-03-01,-0.274474445449209
1961-04-01,-0.5255322411382769
1961-05-01,-0.7724920193565813
1961-06-01,-0.9972978580036932
1961-07-01,-1.145338745129396
1961-08-01,-1.2043540563035258
1961-09-01,-1.2119867861699223
1961-10-01,-1.2074366412224187
1961-11-01,-1.1885719404082888
1961-12-01,-1.1074533404375206
1962-01-01,-0.9630946045137444
1962-02-01,-0.793842676448385
1962-03-01,-0.7007785537236219
1962-04-01,-0.7133883492424253
1962-05-01,-0.8082434993493995
1962-06-01,-0.9275817908410365
1962-07-01,-0.995287821454261
1962-08-01,-0.9973471108848931
1962-09-01,-0.9024501463137978
1962-10-01,-0.7353432040299642
1962-11-01,-0.5274370194798396
1962-12-01,-0.32777220702263793
1963-01-01,-0.15000203585253283
1963-02-01,-0.0026949979105843624
1963-03-01,0.1349385001526168
1963-04-01,0.23755251071114594
1963-05-01,0.3289217628134888
1963-06-01,0.4336370274276125
1963-07-01,0.5203400157138264
1963-08-01,0.6047328344103455
1963-09-01,0.6725299869934981
1963-10-01,0.7461490546417195
1963-11-01,0.7756405614720236
1963-12-01,0.7437406829715876
1964-01-01,0.6853278631896002
1964-02-01,0.6155231644419921
1964-03-01,0.5639831808528726
1964-04-01,0.5356011091210663
