time,anom
1950-03-01,1.2519764458266696
1950-04-01,0.7218451388416641
1950-05-01,0.04149378195045491
1950-06-01,-0.7085984219934455
1950-07-01,-1.4006334073474693
1950-08-01,-1.9003623604487103
1950-09-01,-2.2041404109988463
1950-10-01,-2.3820852928121994
1950-11-01,-2.568003179517673
1950-12-01,-2.8364220485930005
1951-01-01,-3.189551680048789
1951-02-01,-3.581877569959623
1951-03-01,-3.881841539257986
1951-04-01,-4.009413220585529
1951-05-01,-3.9730035682344997
1951-06-01,-3.8368796646893153
1951-07-01,-3.6143187420469878
1951-08-01,-3.2188241237783024
1951-09-01,-2.6641003365611
1951-10-01,-1.996392880171167
1951-11-01,-1.2838541740607674
1951-12-01,-0.5925879437884637
1952-01-01,0.01409324153517962
1952-02-01,0.4675384635046396
1952-03-01,0.8015761288975073
1952-04-01,1.0400224684574877
1952-05-01,1.2455566070065356
1952-06-01,1.4125885248910315
1952-07-01,1.5356062809063917
1952-08-01,1.6372087578864505
1952-09-01,1.7264991193267047
1952-10-01,1.775288758548476
1952-11-01,1.7480013841363302
1952-12-01,1.6366271072785377
1953-01-01,1.5088354655261103
1953-02-01,1.3765456392780255
1953-03-01,1.2715747552772119
1953-04-01,1.1592001210543852
1953-05-01,1.0567107521476953
1953-06-01,0.9417616967417383
1953-07-01,0.7823101883053406
1953-08-01,0.6390329009714092
1953-09-01,0.5109412812281479
1953-10-01,0.38764822466186527
1953-11-01,0.1741537756890826
1953-12-01,-0.1244090717179039
1954-01-01,-0.38200457062202275
1954-02-01,-0.6566506795764854
1954-03-01,-1.023289386903225
1954-04-01,-1.49643803258171
1954-05-01,-1.930075963147934
1954-06-01,-2.1927302062872776
1954-07-01,-2.304658543853153
1954-08-01,-2.292205608952454
1954-09-01,-2.190367435604982
1954-10-01,-1.9896290936713683
1954-11-01,-1.7212967259652423
1954-12-01,-1.3949143192582223
1955-01-01,-1.0034030944476602
1955-02-01,-0.5961425838942098
1955-03-01,-0.1827996485618648
1955-04-01,0.1573865551768409
1955-05-01,0.458937078614768
1955-06-01,0.7299484989171248
1955-07-01,0.982705467861102
1955-08-01,1.2023714163855008
1955-09-01,1.3831015144174994
1955-10-01,1.5124826030010337
1955-11-01,1.5742277817115173
1955-12-01,1.5358541666443994
1956-01-01,1.4677845558565714
1956-02-01,1.3894186986874455
1956-03-01,1.341911162267498
1956-04-01,1.308678258447845
1956-05-01,1.3123720408590884
1956-06-01,1.3566691128168695
1956-07-01,1.4088262885259724
1956-08-01,1.4497640730967685
1956-09-01,1.4533494690616837
1956-10-01,1.4117150671380472
1956-11-01,1.318715020159748
1956-12-01,1.1385131923897116
1957-01-01,0.9271177017605675
1957-02-01,0.705647921295018
1957-03-01,0.5223553525298428
1957-04-01,0.2624291613272381
1957-05-01,-0.054962527024574825
1957-06-01,-0.3688307867920753
1957-07-01,-0.6531238919659176
1957-08-01,-0.8931314441460417
1957-09-01,-1.1114704842671514
1957-10-01,-1.2596258259191526
1957-11-01,-1.3728294937773693
1957-12-01,-1.49859224623136
1958-01-01,-1.6589269659422665
1958-02-01,-1.8648030407540759
1958-03-01,-2.109971934938462
1958-04-01,-2.3577261374900806
1958-05-01,-2.5882665704468573
1958-06-01,-2.7171532734738313
1958-07-01,-2.6777362528104853
1958-08-01,-2.508856731148595
1958-09-01,-2.26801422735236
1958-10-01,-1.9651853219547017
1958-11-01,-1.5200503921894584
1958-12-01,-0.9831836106560523
1959-01-01,-0.43063293168034394
1959-02-01,0.026172501616792705
1959-03-01,0.4172422889221252
1959-04-01,0.7273520239571253
1959-05-01,1.0162262379404379
1959-06-01,1.2777487398333929
1959-07-01,1.5182595635754066
1959-08-01,1.717107920622934
1959-09-01,1.85599722100653
1959-10-01,1.9140824850008968
1959-11-01,1.886605703091984
1959-12-01,1.7861741426851019
1960-01-01,1.6733285888456102
1960-02-01,1.5598725568032918
1960-03-01,1.471137477857771
1960-04-01,1.3946078187937136
1960-05-01,1.345247784754574
1960-06-01,1.3263545790038016
1960-07-01,1.3282980884452478
1960-08-01,1.305350066355538
1960-09-01,1.2460711275459804
1960-10-01,1.1541012865801743
1960-11-01,1.0474032923238308
1960-12-01,0.8748393250620587
1961-01-01,0.6530761894314333
1961-02-01,0.3638956306657081
1961-03-01,0.04540757698589341
1961-04-01,-0.35499360226139604
1961-05-01,-0.7796112865248569
1961-06-01,-1.2101168250312035
1961-07-01,-1.572438937435816
1961-08-01,-1.8262729503107284
1961-09-01,-1.9902988799927843
1961-10-01,-2.1222051819973267
1961-11-01,-2.2580576804659223
1961-12-01,-2.327147217714194
1962-01-01,-2.287476428073211
1962-02-01,-2.155904522078379
1962-03-01,-2.0646164951822605
1962-04-01,-2.0603959009790316
1962-05-01,-2.1217742754591917
1962-06-01,-2.1721210330039327
1962-07-01,-2.149144083941492
1962-08-01,-2.0396563904002165
1962-09-01,-1.8100427311669272
1962-10-01,-1.4607805206537468
1962-11-01,-1.0265668408071502
1962-12-01,-0.5839085461051331
1963-01-01,-0.15355117001504226
1963-02-01,0.21541097863229078
1963-03-01,0.5550544889119907
1963-04-01,0.8242234172336408
1963-05-01,1.0758513687970985
1963-06-01,1.3136999072656887
1963-07-01,1.5249142902556894
1963-08-01,1.6932851061809515
1963-09-01,1.8051481440282835
1963-10-01,1.8597079769707687
1963-11-01,1.839353798787337
1963-12-01,1.733285855524142
1964-01-01,1.6008583446376008
1964-02-01,1.4568554828624858
1964-03-01,1.3551839816764268
1964-04-01,1.292546215294551
1964-05-01,1.2991189520264956
1964-06-01,1.348611019083485
