,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,0.43151911795139314,0.11042344188783076,0.1725312273152415,0.2461074297366755,0.22940573758843663,0.025954024148680113,0.007955286719105592,0.14621290928468314,0.031305284308072605,0.0757616915656628,0.13012829626432082,0.00864523788789063
