,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,0.6777681589126587,0.3488438726952354,0.2940394117524856,0.3987957379534003,0.47248232517863475,0.05849156977399035,0.19943083158024089,0.06490905469385409,0.0025444441306598843,0.07064460967068996,0.009393637093004737,0.0063255902677378135
