,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,0.05652278885245323,0.11367020536922068,0.4912379886186262,0.39910013389114185,0.2398524962476587,0.041221227122464454,0.1068137182136994,0.17247670554586136,0.1901646102559703,0.1449837689524984,0.17822910543433498,0.000248763147327598
