,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,5.52108325958252,0.3118388099628686,0.4020021613262593,0.20627971152869753,0.4790009695521955,0.16088659700277297,0.14323964139419013,0.08520750853478942,0.10709431736507435,0.1327010674996642,0.022125494037674942,0.0016548378562253653
