,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,0.6271643280982971,0.30280774911072217,0.2281875485378361,0.3496132418324643,0.1653999645452572,0.12439194951943518,0.020012940850406682,0.11059623142066595,0.07205705296601853,0.12697020004821555,0.09451396675016349,0.007045322224645673
