,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,-0.033726470777764916,0.33723670661217675,0.21778789278661337,0.3227635684279975,0.39660558606803764,0.18618773067937827,0.06643826943125045,0.16666295148957153,0.07497375332662697,0.16014824592743962,0.16839788422637725,0.004405047834744599
