,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,-0.2672556221485138,0.33738293840133027,0.3444929096841919,0.32194886103244214,0.43225051230902267,0.0544661732975559,0.1072777579586663,0.015996052555799414,0.12092860576454759,0.1866541052819939,0.17289936171298378,0.00622344731144022
