,global_transitivity,avelocal_transmissivity,fraction_clusters_size_2,fraction_clusters_size_3,fraction_clusters_size_5,fraction_giant_component,average_path_length,hamming_distance,corrected_hamming_distance,threshold,edge_density
1951-12-01,0.6253818774783153,0.6869338260444335,0.0007961783439490446,0.0003980891719745223,0.0,0.7448248407643312,12.789210193179947,0.0,0.0,0.97,0.008546789032714653
1952-01-01,0.6647488579818909,0.705358080408383,0.0003980891719745223,0.0,0.0,0.7352707006369427,12.62493693802356,0.005818982464417709,0.00515058582999135,0.97,0.009215185667141013
1952-02-01,0.6993496429383268,0.7222746275668078,0.0,0.0,0.0,0.48606687898089174,10.804433524734982,0.005990837766058642,0.004176527736557871,0.97,0.011029495696641783
1952-03-01,0.7162780996203437,0.7198779831614798,0.0,0.0,0.0,0.4446656050955414,10.37320270065463,0.007057799186762957,0.006856455798309096,0.97,0.011230839085095643
1952-04-01,0.725144286578487,0.7175504683802081,0.0,0.0003980891719745223,0.0,0.43312101910828027,11.20318146178496,0.006143668495562201,0.004521506644648895,0.97,0.009608677234182336
1952-05-01,0.7379335954212647,0.7106136827507203,0.0,0.0,0.0,0.429140127388535,10.388239884359775,0.005113804990525763,0.0040756975042297965,0.97,0.00857056974788637
1952-06-01,0.7334711226870795,0.7054094240870417,0.0,0.0,0.0,0.3343949044585987,9.602008699354645,0.004435261917626139,0.004345212276175909,0.97,0.00848052010643614
1952-07-01,0.7261192317152616,0.7042728338663935,0.0,0.0,0.0,0.23487261146496816,7.652807295490552,0.004378505277416311,0.004210771966405142,0.97,0.00864825341744731
1952-08-01,0.7204808889119386,0.7105348281982012,0.0,0.0,0.0003980891719745223,0.17635350318471338,6.9661813934854795,0.003878159030203411,0.0036704741177037595,0.97,0.00885593832994696
1952-09-01,0.7359081621888126,0.7198495212285291,0.0,0.0,0.0003980891719745223,0.15127388535031847,5.218525058796512,0.003629254211406119,0.003466911195833872,0.97,0.009018281345519207
1952-10-01,0.7316025856279382,0.7179592011058774,0.0,0.0,0.0007961783439490446,0.13535031847133758,4.284949926958481,0.003625449296978644,0.0034320328135820227,0.97,0.009211697828915828
1952-11-01,0.707479949414218,0.7117285190352987,0.0,0.0,0.0003980891719745223,0.2249203821656051,7.51820204717401,0.003682523013390762,0.003348958848582162,0.97,0.008878133664107227
1952-12-01,0.6765162012305401,0.6932864077250205,0.0,0.0,0.0,0.2898089171974522,7.977080634611192,0.0038026948940584992,0.003594375829154269,0.97,0.009086452729011459
1953-01-01,0.6655211203817365,0.6819703679720358,0.0,0.0,0.0,0.4148089171974522,10.668812719890997,0.004251357720298204,0.0031923232046511276,0.97,0.010145487244658535
1953-02-01,0.6810752810601822,0.6799453156407566,0.0,0.0,0.0,0.35668789808917195,7.958028244646415,0.004911193297262744,0.0036508153931618078,0.97,0.011405865148759471
1953-03-01,0.6830177198963678,0.6744077525263608,0.0,0.0,0.0,0.9167993630573248,15.83352922658336,0.0056426880959447225,0.004860778181098707,0.97,0.012187775063605485
1953-04-01,0.6786308179242352,0.6791886475762056,0.0,0.0,0.0003980891719745223,0.6242038216560509,10.030891874706068,0.006465500840886088,0.006046643177661601,0.97,0.012606632726829973
1953-05-01,0.6983553448693391,0.700550717198379,0.0,0.0,0.0,0.8542993630573248,13.350598274269517,0.006476281431763933,0.006209620345638427,0.97,0.012873293812955482
1953-06-01,0.7030727176711865,0.7121544349924623,0.0,0.0,0.0,0.5577229299363057,9.803019842455374,0.005954691078997634,0.0058101043307536016,0.97,0.012728707064711449
1953-07-01,0.7090864709988589,0.7098400673274169,0.0,0.0,0.0,0.6445063694267515,9.872978680949172,0.0059844962420128505,0.005347807227815447,0.97,0.012092018050514044
1953-08-01,0.720002591520515,0.7098131786794243,0.0,0.0,0.0,0.6656050955414012,8.968680540640436,0.005428027506994701,0.004688922879457775,0.97,0.011352913422977116
1953-09-01,0.7023054130339713,0.7043222018666911,0.0,0.0,0.0,0.6656050955414012,8.533378058961762,0.0053861734482924814,0.005356051209074975,0.97,0.011383035662194623
1953-10-01,0.6773716171392608,0.7020129519641211,0.0,0.0,0.0,0.6449044585987261,8.017727579709726,0.006057740844741735,0.005031365177930481,0.97,0.012409411329005878
1953-11-01,0.6620378441013757,0.7042795742651575,0.0,0.0,0.0,0.5688694267515924,7.304586817987927,0.0064712082125273004,0.006372597513615252,0.97,0.01231080063009383
1953-12-01,0.6524572679558787,0.6917873720295824,0.0,0.0003980891719745223,0.0,0.5855891719745223,9.279452915068058,0.006722332564740619,0.005293904273426224,0.97,0.010882372338779435
1954-01-01,0.6622141659936349,0.6924229350773035,0.0,0.0003980891719745223,0.0,0.7464171974522293,17.497843251508552,0.005924568839780126,0.004362968543504123,0.97,0.009320772042503431
1954-02-01,0.6651862108094533,0.7010910682019739,0.0,0.0003980891719745223,0.0,0.7603503184713376,14.48137651272957,0.005166439640105827,0.004255796787130258,0.97,0.008410129189527861
1954-03-01,0.6872670266504093,0.717467235729432,0.0,0.0003980891719745223,0.0,0.384156050955414,12.086127207915945,0.004696532708312723,0.004605848914457914,0.97,0.00850081298338267
1954-04-01,0.7143496332230451,0.7235937287478521,0.0,0.0003980891719745223,0.0,0.16998407643312102,6.9301463880660386,0.0044774330525306485,0.003776377569268467,0.97,0.007799757500120489
1954-05-01,0.7268499926750028,0.7240525841066529,0.0,0.0011942675159235668,0.0,0.17914012738853502,6.102100776904228,0.004338236599725539,0.003484033310757508,0.97,0.006945554211152458
