,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,0.3845202803611755,0.49008376723023306,0.4314778286095443,0.4589737258280284,0.2994046547728737,0.18744359548769185,0.1017696019581052,0.02783966300189831,0.044842136930018706,0.19180089023231658,0.12616892841396998,0.009043833871275143
