,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,0.2218186751008034,0.3829057907594354,0.4067341011474598,0.3807627849272849,0.2102012120809353,0.172233893547097,0.1737406397692275,0.0018828393151258283,0.0937348896747628,0.09335888588123398,0.19959962889623784,0.002649550492814376
