,loss,dropout,noise_in,noise_mu,noise_sigma,l1_hidden,l2_hidden,l1_mu,l2_mu,l1_sigma,l2_sigma,lr
0,-0.2535630464553833,0.38027592254306364,0.2903909885452265,0.15670234890640639,0.36292201970041205,0.13811961357295294,0.15051283056691925,0.14098191826161574,0.1894797860552876,0.06477244143696236,0.13413164736591515,0.0020716337517694776
